"SPA_ID
",Box_number,Computer_file,Shelf_location,Description,Name_of_subjects,Date,Date_qualifier,Document_type,Format,Originals,Number_of_duplicates,Duplicate_location,,Print_copy,Previous_holding_library,Goldsmiths_ID,Notes
SPA_15736,,Contemporary to SP > photo_album > 1871-1899 >187101.jpg,,"Portrait of Sergei Alexeevich Prokofiev, aged 25, sitting at a table",Sergei Alexeevich Prokofiev,1871-xx-xx,approximate,Photograph,digital,1,1,Contemporary to SP > photo_album_tif > tifs_1871-1899 > 187101.tiff,,,Goldsmiths College London,187101,
SPA_15737,,Contemporary to SP > photo_album  > 1871-1899 > 187601s,,"Portrait of Mariia Grigorievna Prokofiev, aged 21, wearing a light-coloured dress",Mariia Grigorievna Prokofiev,1876-xx-xx,approximate,Photograph,digital,1,1,Contemporary to SP > photo_album_tif > tifs_1871-1899 > 187601s.tiff,,,Goldsmiths College London,187601s,
SPA_15738,,Contemporary to SP > photo_album > 1871-1899 >187701.jpg,,"Portrait of Sergei Alexeevich Prokofiev, aged 31, Moscow ",Sergei Alexeevich Prokofiev,1877-xx-xx,approximate,Photograph,digital,1,1,Contemporary to SP > photo_album_tif > tifs_1871-1899 > 187701.tiff,,,Goldsmiths College London,187701s,"Creator: S. Ptaszynski, St Petersburg
"
SPA_15739,,Contemporary to SP > photo_album > 1871-1899 >188801.jpg,,Portrait of Tatiana Grigorievna Prokofiev wearing a dark-coloured dress,Tatiana Grigorievna Prokofiev,1888-xx-xx,approximate,Photograph,digital,1,1,Contemporary to SP > photo_album_tif > tifs_1871-1899 > 188801.tiff,,,Goldsmiths College London,188801,
SPA_15740,,Contemporary to SP > photo_album > 1871-1899 >188801a.jpg,,Verso of portrait of Tatiana Grigorievna Prokofiev wearing a dark-coloured dress (ID 188801). With inscription: «Dorogoy sestre Marii ot Tani 1888 19 marta».,None,1888-xx-xx,approximate,Photograph,digital,1,1,Contemporary to SP > photo_album_tif > tifs_1871-1899 > 188801a.tiff,,,Goldsmiths College London,188801a,
SPA_15741,,Contemporary to SP > photo_album > 1871-1899 >189001.jpg,,"Portrait of Jean Codina, aged 24, in evening dress",Jean Codina,1890-xx-xx,approximate,Photograph,digital,1,1,Contemporary to SP > photo_album_tif > tifs_1871-1899 > 189001.tiff,,SPA_15583,Goldsmiths College London,189001,
SPA_15742,,Contemporary to SP > photo_album > 1871-1899 >189002.jpg,,"Portrait of Jean Codina, aged 24, in evening dress",Jean Codina,1890-xx-xx,approximate,Photograph,digital,1,1,Contemporary to SP > photo_album_tif > tifs_1871-1899 > 189002.tiff,,,Goldsmiths College London,189002,
SPA_15743,,Contemporary to SP > photo_album > 1871-1899 >189003s.jpg,,Portrait of Tatiana Grigorievna Prokofiev wearing a dark-coloured dress,Tatiana Grigorievna Prokofiev,1890-xx-xx,approximate,Photograph,digital,1,1,Contemporary to SP > photo_album_tif > tifs_1871-1899 > 189003s.tiff,,,Goldsmiths College London,189003s,"Creator: Vestli (son), St Petersburg
"
SPA_15744,,Contemporary to SP > photo_album > 1871-1899 >189003as.jpg,,Verso of portrait of Tatiana Grigorievna Prokofiev wearing a dark-coloured dress (ID 189003as). With inscription: «Dorogoy sestre Varetchke ot iskrenne lubiachey Tani. 1890 goda 22 fevralia».,None,1890-xx-xx,approximate,Photograph,digital,1,1,Contemporary to SP > photo_album_tif > tifs_1871-1899 > 189003as.tiff,,,Goldsmiths College London,189003as,
SPA_15745,,Contemporary to SP > photo_album > 1871-1899 >189201.jpg,,Landscape at Balaklava. With inscription: «Balaklava 1892 god. Toje v 1893 godu».,None,1892-xx-xx,approximate,Photograph,digital,1,1,Contemporary to SP > photo_album_tif > tifs_1871-1899 > 189201.tiff,,,Goldsmiths College London,189201,
SPA_15746,,Contemporary to SP > photo_album > 1871-1899 >189201a.jpg,,"Verso of landscape at  Balaklava (ID 189201). With inscription by Lina Prokofiev: ""Balaclava, Balaklava, Crimea where my maternal grandfather Vladislav Adalbertovich Nemysskii and my grandmother (née Caroline Verlé) spent 2 summers 1892 and 1893 with their daughters, one of them my mother, Olga and her sister Alexandra (my aunt)"". ",None,1892-xx-xx,approximate,Photograph,digital,1,1,Contemporary to SP > photo_album_tif > tifs_1871-1899 > 189201a.tiff,,SPA_15581,Goldsmiths College London,189201,
SPA_15747,,Contemporary to SP > photo_album > 1871-1899 >189202.jpg,,"Serge Prokofiev, aged one and a half, standing outdoors, Sontsovka.",Sergei Sergeevich Prokofiev,1892-xx-xx,approximate,Photograph,digital,1,1,Contemporary to SP > photo_album_tif > tifs_1871-1899 > 189202.tiff,,,Goldsmiths College London,189202,"Creator: P.P.Parter, Guliay Pole
"
SPA_15748,,Contemporary to SP > photo_album > 1871-1899 >189202a.jpg,,"Verso of photo of Serge Prokofiev, aged one and a half, standing outdoors, Sontsovka (ID 189202). With inscription: «Dorogoy mame kriostnoy ot Serguchi Prokofieva, kogda emu bilo 15 mesiatev».",None,1892-xx-xx,approximate,Photograph,digital,1,1,Contemporary to SP > photo_album_tif > tifs_1871-1899 > 189202a.tiff,,,Goldsmiths College London,189202a,
SPA_15749,,Contemporary to SP > photo_album > 1871-1899 >189203s.jpg,,"Serge Prokofiev, aged one and a half with his parents, Sergei Alexeevich and Mariia Grigorievna, sitting outdoors in Sontsovka.",Sergei Sergeevich Prokofiev; Sergei Alexeevich Prokofiev; Mariia Grigorievna Prokofiev,1892-xx-xx,approximate,Photograph,digital,1,1,Contemporary to SP > photo_album_tif > tifs_1871-1899 > 189203s.tiff,,SPA_15582,Goldsmiths College London,189203s,
SPA_15750,,Contemporary to SP > photo_album > 1871-1899 >189501.jpg,,"Portrait of Serge Prokofiev aged 4, sitting in an armchair. The photographer's name and the name of the town are  written in the roman alphabet: I. Goldberg,  Kalouga.",Sergei Sergeevich Prokofiev,1895-xx-xx,approximate,Photograph,digital,1,1,Contemporary to SP > photo_album_tif > tifs_1871-1899 > 189501.tiff,,,Goldsmiths College London,189501,
SPA_15751,,Contemporary to SP > photo_album > 1871-1899 >189501a.jpg,,"Verso of portrait of Serge Prokofiev aged 4, sitting in an armchair (ID 189501). Standard photo back with studio advertisement.",None,1895-xx-xx,approximate,Photograph,digital,1,1,Contemporary to SP > photo_album_tif > tifs_1871-1899 > 189501a.tiff,,,Goldsmiths College London,189501a,
SPA_15752,,Contemporary to SP > photo_album > 1871-1899 >189502.jpg,,"Portrait of Serge Prokofiev aged 4, with his mother Mariia Grigorievna. The photographer's name and the name of the town are  written in the roman alphabet: I. Orloff, Ekaterinoslav.",Sergei Sergeevich Prokofiev; Mariia Grigorievna Prokofiev,1895-xx-xx,approximate,Photograph,digital,1,1,Contemporary to SP > photo_album_tif > tifs_1871-1899 > 189502.tiff,,,Goldsmiths College London,189502,
SPA_15753,,Contemporary to SP > photo_album > 1871-1899 >189502a.jpg,,"Verso of portrait of Serge Prokofiev aged 4, with his mother Mariia Grigorievna (ID 189502). Standard photo back with studio advertisement.",None,1895-xx-xx,approximate,Photograph,digital,1,1,Contemporary to SP > photo_album_tif > tifs_1871-1899 > 189502a.tiff,,,Goldsmiths College London,189502a,
SPA_15754,,Contemporary to SP > photo_album > 1871-1899 >189503.jpg,,Portrait of Serge Prokofiev aged 9 standing in front of a cardboard piano.,Sergei Sergeevich Prokofiev,1899-xx-xx,inferred,Photograph,digital,1,1,Contemporary to SP > photo_album_tif > tifs_1871-1899 > 189503.tiff,,SPA_15584,Goldsmiths College London,189503,
SPA_15755,,Contemporary to SP > photo_album > 1871-1899 >189901.jpg,,"Portrait of Serge Prokofiev aged 8, his arms crossed, dressed in a sailor suit.",Sergei Sergeevich Prokofiev,1899-xx-xx,approximate,Photograph,digital,1,1,Contemporary to SP > photo_album_tif > tifs_1871-1899 > 189901.tiff,,,Goldsmiths College London,189901,
SPA_15756,,Contemporary to SP > photo_album > 1871-1899 > Glaz_R-K_Lyad.jpg,,"Rimsky-Korsakov, Glazunov and Liadov, St. Petersburg.",Alexander Konstantinovich Glazunov; Anatoly Konstantinovich Liadov; Nikolay Andreevich Rimsky-Korsakov,xxxx-xx-xx,,Photograph,digital,1,1,Contemporary to SP > photo_album > 1871-1899 > Glaz_R-K_Lyad.tif,,,Goldsmiths College London,Glaz_R-K_Lyad,
SPA_15757,,Contemporary to SP > photo_album > 1871-1899 > ocodina.jpg,,"Portrait of Olga Vladislavovna Codina-Nemysskaia, wearing a hat and fur stole.",Olga Vladislavovna Codina-Nemysskaia,xxxx-xx-xx,,Photograph,digital,1,0,,,,Goldsmiths College London,ocodina,
SPA_15758,,Contemporary to SP > photo_album > 1871-1899 >189x_rgali.jpg,,"Prokofiev's uncle, Alexander Dmitrievich Raevsky, and his aunt Ekaterina Grigorievna.",Alexander Dmitrievich Raevsky; Ekaterina Grigorievna Raevskaia,xxxx-xx-xx,,Photograph,digital,1,0,,,,Goldsmiths College London,189x_rgali,
SPA_15759,,Contemporary to SP > photo_album >1900-1920 > 19xx_rgali_1.jpg,,"Portrait of Alexander Dmitrievich Raevsky, Serge Prokofiev's uncle, in evening dress.",Alexander Dmitrievich Raevsky,1900-xx-xx,approximate,Photograph,digital,1,0,,,,Goldsmiths College London,19xx_rgali_1,
SPA_15760,,Contemporary to SP > photo_album >1900-1920 > 19xx_rgali_2.jpg,,Portrait of Serge Prokofiev in a light-coloured sailor-style suit.,Sergei Sergeevich Prokofiev,1900-xx-xx,approximate,Photograph,digital,1,0,,,,Goldsmiths College London,19xx_rgali_2,
SPA_15761,,Contemporary to SP > photo_album >1900-1920 > 190001.jpg,,"Portrait of Serge Prokofiev, aged 9, wearing a sailor suit, seated at a dummy upright piano on which is displayed the score: 'Opera, The Giant, by Serge Prokofiev.' St Petersburg.",Sergei Sergeevich Prokofiev,1900-xx-xx,approximate,Photograph,digital,1,1,Contemporary to SP > photo_album_tif > tifs_1900-1920 > 190001.tiff,,,Goldsmiths College London,190001,
SPA_15762,,Contemporary to SP > photo_album >1900-1920 > 190002r.jpg,,"Portrait of Boris Demchinsky, wearing a dark jacket and trousers, seated in front of a curtain. ",Boris Demchinsky,1900-xx-xx,approximate,Photograph,digital,1,1,Contemporary to SP > photo_album_tif > tifs_1900-1920 > 190002R.tiff,,,Goldsmiths College London,190002r,
SPA_15763,,Contemporary to SP > photo_album >1900-1920 > 190003_rgali.jpg,,"Portrait of Maria Grigorievna Prokofiev, aged 45, wearing a white dress.",Maria Grigorievna Prokofiev,1900-xx-xx,approximate,Photograph,digital,1,0,,,,Goldsmiths College London,190003_rgali,
SPA_15764,,Contemporary to SP > photo_album >1900-1920 > 190301.jpg,,"Lina Codina, aged 6, wearing a white dress.",Lina Prokofiev,1903-xx-xx,approximate,Photograph,digital,1,1,Contemporary to SP > photo_album_tif > tifs_1900-1920 >190301.tiff,,,Goldsmiths College London,190301,
SPA_15765,,"Contemporary to SP > photo_album >1900-1920 > 190301s
.jpg",,"Lina Codina, aged 6, wearing a white dress, with Olga Codina, wearing a dark dress.",Lina Prokofiev; Olga Vladislavovna Codina-Nemysskaia,1903-xx-xx,approximate,Photograph,digital,1,1,Contemporary to SP > photo_album_tif > tifs_1900-1920 > 190301s.tiff,,,Goldsmiths College London,190301s,
SPA_15766,,"Contemporary to SP > photo_album >1900-1920 > 190302
.jpg",,"Lina Codina, aged 6, wearing a white dress.",Lina Prokofiev,1903-xx-xx,approximate,Photograph,digital,1,1,Contemporary to SP > photo_album_tif > tifs_1900-1920 > 190302.tiff,,,Goldsmiths College London,190302,
SPA_15767,,"Contemporary to SP > photo_album >1900-1920 > 190401
.jpg",,"Lina Codina, aged 7, wearing a white garment.",Lina Prokofiev,1904-xx-xx,approximate,Photograph,digital,1,1,Contemporary to SP > photo_album_tif > tifs_1900-1920 > 190401.tiff,,,Goldsmiths College London,190401,
SPA_15768,,Contemporary to SP > photo_album >1900-1920 > 190601r.jpg,,"Serge Prokofiev, aged 15, wearing a sailor suit, seated indoors at a table on which a chess game in in progress. Prokofiev is playing white.",Sergei Sergeevich Prokofiev,1906-xx-xx,approximate,Photograph,digital,1,1,Contemporary to SP > photo_album_tif > tifs_1900-1920 > 190601R.tiff,,,Goldsmiths College London,190601r,
SPA_15769,,Contemporary to SP > photo_album >1900-1920 > 190801.jpg,,"Group portrait of members of the St Petersburg conservatory. Top: Serge Prokofiev, aged 17; middle row: A. K. Glazunov, O. Abramycheva, N. I. Abramychev; bottom row: R. Osprovat, K. Anisimova, V. Alpers.",Sergei Sergeevich Prokofiev; Alexander Konstantinovich Glazunov; O. Abramycheva; N. I. Abramychev; R. Osprovat; K. Anisimova; V. Alpers.,1908-xx-xx,approximate,Photograph,digital,1,1,Contemporary to SP > photo_album_tif > tifs_1900-1920 > 190801.tiff,,,Goldsmiths College London,190801,
SPA_15770,,"Contemporary to SP > photo_album >1900-1920 > 190802
.jpg",,"Group portrait of members of the St Petersburg Conservatory. Back row: M. Piastro, I. Gvirtsman, K. Vansheidt, A. Shmidt, N. Vilik, Serge Prokofiev, aged 17, I. Dobrzhenets; middle row: L. Glagoleva, N. Popova, Alexei Petrovich (history teacher), N. V. Balaev (Russian literature teacher), the priest Petrov (Ecclesiastical Law teacher), the director of the Conservatory A. K. Glazunov, O. Abramycheva, N. I. Abramychev (assistant inspector for the academic programme), A. Flige, E. Kadovskaia, E. Shvarts, Samariatinova; front row: E. Bezsonova, A. Shulzinger, I. Nodelman, R. Ospovat, K. Anisimova, V. Alpers.",M. Piastro; I. Gvirtsman; K. Vansheidt; A. Shmidt; N. Vilik; Sergei Sergeevich Prokofiev; I. Dobrzhenets; L. Glagoleva; N. Popova; Alexei Petrovich (history teacher); N. V. Balaev; the priest Petrov; Alexander Konstantinovich Glazunov; O. Abramycheva; N. I. Abramychev (assistant inspector for the academic programme); A. Flige; E. Kadovskaia; E. Shvarts; Samariatinova; E. Bezsonova; A. Shulzinger; I. Nodelman; R. Ospovat; K. Anisimova; V. Alpers,1908-xx-xx,approximate,Photograph,digital,1,1,Contemporary to SP > photo_album_tif > tifs_1900-1920 > 190802.tiff,,,Goldsmiths College London,190802,
SPA_15771,,"Contemporary to SP > photo_album >1900-1920 > 190803s
.jpg",,"Portrait of Lina Codina, aged 11, wearing a light-coloured dress, reading a book.",Lina Prokofiev,1908-xx-xx,approximate,Photograph,digital,1,1,Contemporary to SP > photo_album_tif > tifs_1900-1920 >190803s.tiff,,,Goldsmiths College London,190803s,
SPA_15772,,Contemporary to SP > photo_album >1900-1920 > 190901.jpg,,"Serge Prokofiev, aged 18, seated indoors with [?]",Sergei Sergeevich Prokofiev,1909-xx-xx,approximate,Photograph,digital,1,0,,,,Goldsmiths College London,190901,
SPA_15773,,Contemporary to SP > photo_album >1900-1920 > 190902s.jpg,,"Serge Prokofiev, aged 18, wearing a military-style jacket and cloth cap, standing by a window frame.",Sergei Sergeevich Prokofiev,1909-xx-xx,approximate,Photograph,digital,1,0,,,,Goldsmiths College London,190902s,
SPA_15774,,Contemporary to SP > photo_album >1900-1920 > 191001.jpg,,"Serge Prokofiev, aged 19, seated at a grand piano on which can be seen a score for Die Walküre. Vasily Morolyov leaning on the piano.",Sergei Sergeevich Prokofiev,1910-xx-xx,approximate,Photograph,digital,1,0,,,SPA_15589,Goldsmiths College London,191001,
SPA_15775,,Contemporary to SP > photo_album >1900-1920 > 191002r.jpg,,"Portrait of Boris Bashkirov, aka Verin, wearing a dark suit and tie.",Boris Nikolaevich Bashkirov,1910-xx-xx,approximate,Photograph,digital,1,0,,,,Goldsmiths College London,191002r,
SPA_15776,,Contemporary to SP > photo_album >1900-1920 > 191201.jpg,,"Portrait of [?] wearing a light-coloured shirt and dark trousers, holding a cigarette, seated in a decorative chair.",Unknown,1912-xx-xx,approximate,Photograph,digital,1,0,,,,Goldsmiths College London,191201,
SPA_15777,,Contemporary to SP > photo_album >1900-1920 > 191301.jpg,,"Serge Prokofiev, aged 22, wearing a Norfolk Suit, woollen stockings and round cloth hat, with Boris Zakharov and Lidiya and Zoya Karneyev, on the seashore, Terioki.",Sergei Sergeevich Prokofiev; Boris Zakharov; Lidiya Karneyev; Zoya Karneyev,1913-xx-xx,approximate,Photograph,digital,1,0,,,,Goldsmiths College London,191301,
SPA_15778,,Contemporary to SP > photo_album >1900-1920 > 191302.jpg,,"Serge Prokofiev, aged 22, wearing a Norfolk Suit, woollen stockings and holding a round cloth hat, with Boris Zakharov, wearing a suit and cloth cap, on the seashore, Terioki.",Sergei Sergeevich Prokofiev; Boris Zakharov,1913-xx-xx,approximate,Photograph,digital,1,1,Contemporary to SP > photo_album_tif > tifs_1900-1920 > 191302-zakharov.tiff,,,Goldsmiths College London,191302,
SPA_15779,,Contemporary to SP > photo_album >1900-1920 > 191303.jpg,,"[?] seashore, Terioki [?].",Unknown,1913-xx-xx,approximate,Photograph,digital,1,1,"Contemporary to SP > photo_album_tif > tifs_1900-1920 > 191303
.tiff",,,Goldsmiths College London,191303,
SPA_15780,,"Contemporary to SP > photo_album >1900-1920 > 191304
.jpg",,"Serge Prokofiev, aged 22, wearing a dark jacket and tie. The inscription reads: 'I hereby certify: 1) this is definitely my physiognomy; 2) it was definitely presented to Lidusya; 3) Lidurochka is definitely not a durochka, but a very nice girlochka. Sergusya in 1913'. ",Sergei Sergeevich Prokofiev,1913-xx-xx,approximate,Photograph,digital,1,1,"Contemporary to SP > photo_album_tif > tifs_1900-1920 > 191304
.tiff",,,Goldsmiths College London,191304,
SPA_15781,,Contemporary to SP > photo_album >1900-1920 > 191301r.jpg,,"Serge Prokofiev, aged 22, wearing an overcoat, scarf and black hat, seated next to Max Schmidthoff in an open one-horse carriage that has just pulled through a gateway into the courtyard of the Morolyov house, Nikopol. There is thawing snow on the ground.",Sergei Sergeevich Prokofiev; Max Schmidthoff,1913-xx-xx,approximate,Photograph,digital,1,1,Contemporary to SP > photo_album_tif > tifs_1900-1920 > 191301R.tiff,,,Goldsmiths College London,191301r,Creator: Vasily Morolyov
SPA_15782,,Contemporary to SP > photo_album >1900-1920 > 191306r.jpg,,"Serge Prokofiev, aged 22, with Boris Zakharov, [?], [?], on the seashore, Terioki.",Sergei Sergeevich Prokofiev; Boris Zakharov; two unknown people,1913-xx-xx,approximate,Photograph,digital,1,1,Contemporary to SP > photo_album_tif > tifs_1900-1920 > 191306R.tiff,,,Goldsmiths College London,191306r,
SPA_15783,,Contemporary to SP > photo_album >1900-1920 > 191307r.jpg,,"Serge Prokofiev, aged 22, wearing a light-coloured suit, standing outdoors in a line with the Karneyev family, Terioki.",Sergei Sergeevich Prokofiev; the Karneyev family,1913-xx-xx,approximate,Photograph,digital,1,1,Contemporary to SP > photo_album_tif > tifs_1900-1920 > 191307R.tiff,,,Goldsmiths College London,191307r,
SPA_15784,,Contemporary to SP > photo_album >1900-1920 > 191308r.jpg,,"Serge Prokofiev, aged 22, wearing a light-coloured suit, seated outdoors with members of the Karneyev family, Terioki.",Sergei Sergeevich Prokofiev; the Karneyev family,1913-xx-xx,approximate,Photograph,digital,1,1,Contemporary to SP > photo_album_tif > tifs_1900-1920 >  191308R.tiff,,,Goldsmiths College London,191308r,
SPA_15785,,Contemporary to SP > photo_album >1900-1920 > 191401_rgali.jpg,,"Serge Prokofiev, aged 23, in evening dress, seated in the front row with [?].",Sergei Sergeevich Prokofiev; unknown person,1914-xx-xx,approximate,Photograph,digital,1,0,,,,Goldsmiths College London,191401_rgali,
SPA_15786,,"Contemporary to SP > photo_album >1900-1920 > 191501
.jpg",,"Serge Prokofiev, aged 24, wearing a white suit and dark tie, his hands in his pockets, standing in a garden. Taken in Japan.",Sergei Sergeevich Prokofiev,1915-xx-xx,approximate,Photograph,digital,1,1,Contemporary to SP > photo_album_tif > tifs_1900-1920 > 191501.tiff,,SPA_15590,Goldsmiths College London,191501,
SPA_15787,,Contemporary to SP > photo_album >1900-1920 > 191601s.jpg,,"Portrait of Serge Prokofiev, aged 25, in evening dress.",Sergei Sergeevich Prokofiev,1916-xx-xx,approximate,Photograph,digital,1,0,,,,Goldsmiths College London,191601s,
SPA_15788,,Contemporary to SP > photo_album >1900-1920 > 191801.jpg,,"Serge Prokofiev, aged 27, wearing a dark suit, a pipe in his mouth, seated at an ornate table on which are spread books and papers.",Sergei Sergeevich Prokofiev,1918-xx-xx,approximate,Photograph,digital,1,1,Contemporary to SP > photo_album_tif > tifs_1900-1920 > 191801.tiff,,,Goldsmiths College London,191801,
SPA_15789,,Contemporary to SP > photo_album >1900-1920 > 191802.jpg,,"Serge Prokofiev, aged 27, wearing a dark suit, seated, leaning on an open writing desk.",Sergei Sergeevich Prokofiev,1918-xx-xx,approximate,Photograph,digital,1,1,Contemporary to SP > photo_album_tif > tifs_1900-1920 > 191802.tiff,,SPA_15595,Goldsmiths College London,191802,
SPA_15790,,Contemporary to SP > photo_album >1900-1920 > 191803.jpg,,"Serge Prokofiev, aged 27, wearing a dark suit, leaning on an upright piano reading a score.",Sergei Sergeevich Prokofiev,1918-xx-xx,approximate,Photograph,digital,1,1,Contemporary to SP > photo_album_tif > tifs_1900-1920 > 191803.tiff,,SPA_15591,Goldsmiths College London,191803,
SPA_15791,,Contemporary to SP > photo_album >1900-1920 > 191804.jpg,,"Portrait of Serge Prokofiev, aged 27, wearing a dark suit and tie, seated, his hands linked.",Sergei Sergeevich Prokofiev,1918-xx-xx,approximate,Photograph,digital,1,1,Contemporary to SP > photo_album_tif > tifs_1900-1920 > 191804.tiff,,,Goldsmiths College London,191804,
SPA_15792,,Contemporary to SP > photo_album >1900-1920 > 191806.jpg,,"Portrait of Serge Prokofiev, aged 27, wearing a dark suit and tie, seated at a grand piano, one hand supporting his head, the other on the keys.",Sergei Sergeevich Prokofiev,1918-xx-xx,approximate,Photograph,digital,1,1,Contemporary to SP > photo_album_tif > tifs_1900-1920 > 191806.tiff,,SPA_15594,Goldsmiths College London,191806,
SPA_15793,,Contemporary to SP > photo_album >1900-1920 > 191807.jpg,,"Portrait of Serge Prokofiev, aged 27, wearing a dark suit and tie, and white shirt.",Sergei Sergeevich Prokofiev,1918-xx-xx,approximate,Photograph,digital,1,1,Contemporary to SP > photo_album_tif > tifs_1900-1920 > 191807.tiff,,SPA_15592,Goldsmiths College London,191807,
SPA_15794,,Contemporary to SP > photo_album >1900-1920 > 191808.jpg,,"Serge Prokofiev, aged 27, wearing a dark suit and tie, and white shirt, seated indoors.",Sergei Sergeevich Prokofiev,1918-xx-xx,approximate,Photograph,digital,1,1,Contemporary to SP > photo_album_tif > tifs_1900-1920 > Contemporary to SP > photo_album_tif > tifs_1900-1920 > 191808.tiff,,,Goldsmiths College London,191808,
SPA_15795,,Contemporary to SP > photo_album >1900-1920 > 191809.jpg,,"Serge Prokofiev, aged 27, wearing a light-coloured suit, seated indoors in a wicker chair.",Sergei Sergeevich Prokofiev,1918-xx-xx,approximate,Photograph,digital,1,1,Contemporary to SP > photo_album_tif > tifs_1900-1920 > 191809s.tiff,,,Goldsmiths College London,191809s,
SPA_15796,,Contemporary to SP > photo_album >1900-1920 > 191810.jpg,,"Serge Prokofiev, aged 27, wearing a dark suit and tie, and white shirt, leaning on the back of a chair, his hands clasped.",Sergei Sergeevich Prokofiev,1918-xx-xx,approximate,Photograph,digital,1,1,Contemporary to SP > photo_album_tif > tifs_1900-1920 > 191810s.tiff,,,Goldsmiths College London,191810,
SPA_15797,,Contemporary to SP > photo_album >1900-1920 > 191901.jpg,,"Serge Prokofiev, aged 28, wearing a dark hat and overcoat, walking in the street.",Sergei Sergeevich Prokofiev,1919-xx-xx,approximate,Photograph,digital,1,1,Contemporary to SP > photo_album_tif > tifs_1900-1920 > 191901.tiff,,SPA_15593,Goldsmiths College London,191901,
SPA_15798,,Contemporary to SP > photo_album >1900-1920 > 191902.jpg,,"Portrait of Serge Prokofiev, aged 28, wearing a dark jacket, white shirt and striped tie.",Sergei Sergeevich Prokofiev,1919-xx-xx,approximate,Photograph,digital,1,1,Contemporary to SP > photo_album_tif > tifs_1900-1920 > 191902.tiff,,SPA_15596,Goldsmiths College London,191902,
SPA_15799,,Contemporary to SP > photo_album >1900-1920 > 191904r.jpg,,"Serge Prokofiev, aged 28, in a straw boater and dark jacket, standing outdoors with [?].",Sergei Sergeevich Prokofiev; unknown person,1919-xx-xx,approximate,Photograph,digital,1,1,Contemporary to SP > photo_album_tif > tifs_1900-1920 > 191904R.tiff,,,Goldsmiths College London,191904r,
SPA_15800,,Contemporary to SP > photo_album >1900-1920 > 191905r.jpg,,"Serge Prokofiev, aged 28, wearing a dark suit and tie, standing indoors with the artist Boris Anisfeld (standing) and the dancer Adolph Bolm (seated).",Sergei Sergeevich Prokofiev; Boris Anisfeld; Adolph Bolm,1919-xx-xx,approximate,Photograph,digital,1,1,Contemporary to SP > photo_album_tif > tifs_1900-1920 > 191905R.tiff,,,Goldsmiths College London,191905r,
SPA_15801,,Contemporary to SP > photo_album >1900-1920 > 191906s.jpg,,"Lina Codina [?], aged 22, wearing a fur hat and coat.",Lina Prokofiev,1919-xx-xx,approximate,Photograph,digital,1,1,Contemporary to SP > photo_album_tif > tifs_1900-1920 > 191906s.tiff,,,Goldsmiths College London,191906s,
SPA_15802,,Contemporary to SP > photo_album >1900-1920 > 192001.jpg,,"Lina Codina, aged 23, wearing a white Spanish dress.",Lina Prokofiev,1920-xx-xx,approximate,Photograph,digital,1,1,Contemporary to SP > photo_album_tif > tifs_1900-1920 > 192001.tiff,,SPA_15644,Goldsmiths College London,192001,
SPA_15803,,Contemporary to SP > photo_album >1900-1920 > 192002.jpg,,"Lina Codina, aged 23, wearing a dark dress.",Lina Prokofiev,1920-xx-xx,approximate,Photograph,digital,1,1,Contemporary to SP > photo_album_tif > tifs_1900-1920 >  192002.tiff,,,Goldsmiths College London,192002,
SPA_15804,,Contemporary to SP > photo_album >1900-1920 > 192003r.jpg,,"Serge Prokofiev, aged 29, wearing a dark Homburg hat and suit, with Igor Stravinsky in a straw boater, holding a stick, and [?].",Sergei Sergeevich Prokofiev; Igor Fyodorovich Stravinsky; unknown person,1920-xx-xx,approximate,Photograph,digital,1,1,Contemporary to SP > photo_album_tif > tifs_1900-1920 >  192003R.tiff,,,Goldsmiths College London,192003r,
SPA_15805,,Contemporary to SP > photo_album >1900-1920 > 192005s.jpg,,"Lina Codina, aged 23, wearing a striped costume and light-coloured hat, standing in front of Milan Cathedral.",Lina Prokofiev,1920-xx-xx,approximate,Photograph,digital,1,1,Contemporary to SP > photo_album_tif > tifs_1900-1920 > 192005R.tiff,,,Goldsmiths College London,192005s,
SPA_15806,,Contemporary to SP > photo_album >1900-1920 > annaessipova.jpg,,"Serge Prokofiev's piano teacher, Anna Nikolaevna Esipova, seated playing a one-manual organ.",Anna Nikolaevna Esipova,1910-xx-xx,approximate,Photograph,digital,1,0,,,SPA_15680,Goldsmiths College London,annaessipova,
SPA_15807,,Contemporary to SP > photo_album >1921 > 192101.jpg,,"Serge Prokofiev, aged 30, wearing a mid-coloured suit and hat, standing with his hands in his pockets in the street. He has a sheaf of papers under one arm. In the background is conductor Ernest Ansermet in a light-coloured hat and coat, billboards, and the corner of a building. London [?].",Sergei Sergeevich Prokofiev; Ernest Ansermet,1921-xx-xx,approximate,Photograph,digital,1,1,Contemporary to SP > photo_album_tif > tifs_1921 > 192101.tiff,,,Goldsmiths College London,192101,
SPA_15807,,Contemporary to SP > photo_album >1900-1920 > stptrsb_cnsrvtry_1.jpg,,Interior of St Petersburg Conservatory.,None,xxxx-xx-xx,,Photograph,digital,1,0,,,,Goldsmiths College London,stptrsb_cnsrvtry_1,
SPA_15808,,Contemporary to SP > photo_album >1921 > 192102.jpg,,"Portrait of Lina Codina, aged 24, wearing a fur coat.",Lina Prokofiev,1921-xx-xx,approximate,Photograph,digital,1,1,Contemporary to SP > photo_album_tif > tifs_1921 > 192102.tiff,,,Goldsmiths College London,192102,
