"SPA_ID
",Box_number,Computer_file,Shelf_location,Description,Name_of_subjects,Date,Date_qualifier,Document_type,Format,Originals,Number_of_duplicates,Duplicate_location,,Print_copy,Previous_holding_library,Goldsmiths_ID,Notes
SPA_16142,,Contemporary to SP > photo_album > 1933 > 193318.jpg,,"Sviatoslav Prokofiev, aged 9, and Oleg (4) sitting on in a rowing boat on the sea. In the background is a stretch of coastline with buildings.",Sviatoslav Sergeevich Prokofiev; Oleg Sergeevich Prokofiev,1933-xx-xx,approximate,Photograph,digital,1,0,,,,Goldsmiths College London,193318,
SPA_16143,,Contemporary to SP > photo_album > 1933 > 193319.jpg,,"Oleg Prokofiev, aged 4, wearing a dark double-breasted coat with brass buttons, and shorts, standing outdoors on some stone steps. Behind him in an ornamental balustrade, and a planted garden.",Oleg Sergeevich Prokofiev,1933-xx-xx,approximate,Photograph,digital,1,0,,,,Goldsmiths College London,193319,
SPA_16144,,Contemporary to SP > photo_album > 1933 > tairovportrait.jpg,,"Portrait of Alexander Tairov, aged 48, wearing a dark suit and tie, and a white shirt.",Alexander Iakovlevich Tairov,1933-xx-xx,approximate,Photograph,digital,1,0,,,,Goldsmiths College London,tairovportrait,
SPA_16145,,Contemporary to SP > photo_album > 1934-1935 > 193401.jpg,,"Serge Prokofiev, aged 43, wearing a dark waistcoat and trousers, mid-coloured shirt and dark tie, standing conducting, his baton raised. Behind him are musicians, a large microphone, and a heavy curtain.",Sergei Sergeevich Prokofiev,1934-xx-xx,approximate,Photograph,digital,1,0,,,SPA_15639,Goldsmiths College London,193401,
SPA_16146,,Contemporary to SP > photo_album > 1934-1935 > 193402.jpg,,"Portrait of Lina Prokofiev, aged 37, wearing a dark dress with a white collar.",Lina Prokofiev,1934-xx-xx,approximate,Photograph,digital,1,0,,,,Goldsmiths College London,193402,
SPA_16147,,Contemporary to SP > photo_album > 1934-1935 > 193417s.jpg,,"Serge Prokofiev, aged 43, wearing a dark suit, sitting on a chair playing a grand piano. A number of people involved in the filming of Lt. Kije are ranged behind it. In the background is a powerful spotlight and a portion of painted scenery.",Sergei Sergeevich Prokofiev,1934-xx-xx,approximate,Photograph,digital,1,1,Contemporary to SP > photo_album_tif > tifs_1934-1935 > 193417s.tiff,,,Goldsmiths College London,193417s,
SPA_16148,,Contemporary to SP > photo_album > 1934-1935 > 193418s.jpg,,"Serge Prokofiev, aged 43, wearing a short-sleeved top, breeches and a white hat, standing outdoors with Vladimir Sofronitsky, wearing a dark suit, and Pyotr Konchalovsky, wearing a white hat and shirt, and sitting on a rough bench, at the last's country house, Bugry.",Sergei Sergeevich Prokofiev; Vladimir Sofronitsky; Pyotr Konchalovsky,1934-xx-xx,approximate,Photograph,digital,1,0,,,,Goldsmiths College London,193418s,
SPA_16149,,Contemporary to SP > photo_album > 1934-1935 > 193501v1.jpg,,"Portrait of Serge Prokofiev, aged 44, wearing a dark suit and tie, and white shirt.",Sergei Sergeevich Prokofiev,1935-xx-xx,approximate,Photograph,digital,1,0,,,,Goldsmiths College London,193501v1,
SPA_16150,,Contemporary to SP > photo_album > 1934-1935 > 193502s.jpg,,"[?] wearing a white tennis dress and small white hat, and holding a tennis racquet, standing outdoors on a grassy area. In the background are trees, and people sitting on metal chairs.",Unknown,1935-xx-xx,approximate,Photograph,digital,1,0,,,,Goldsmiths College London,193502s,
SPA_16151,,Contemporary to SP > photo_album > 1934-1935 > 193503s.jpg,,"Photobooth portrait of Sviatoslav Prokofiev, aged 11, wearing a double-breasted tweed coat, shirt, tie and pullover.",Sviatoslav Sergeevich Prokofiev,1935-xx-xx,approximate,Photograph,digital,1,0,,,,Goldsmiths College London,193503s,
SPA_16152,,Contemporary to SP > photo_album > 1934-1935 > 193504s.jpg,,"Sviatoslav Prokofiev, aged 11, and Oleg (6) sitting together in a large bath, half-filled with water. There is a slatted wooden step on the floor next to the bath.",Sviatoslav Sergeevich Prokofiev; Oleg Sergeevich Prokofiev,1935-xx-xx,approximate,Photograph,digital,1,0,,,,Goldsmiths College London,193504s,
SPA_16153,,Contemporary to SP > photo_album > 1934-1935 > 193505s.jpg,,"Sviatoslav Prokofiev, aged 11, wearing a double-breasted tweed coat, standing on a railway platform. Oleg Prokofiev, wearing a dark double-breasted coat with brass buttons stands on the lowest step of a railway carriage with his arm around his brother's neck.",Sviatoslav Sergeevich Prokofiev; Oleg Sergeevich Prokofiev,1935-xx-xx,approximate,Photograph,digital,1,0,,,,Goldsmiths College London,193505s,
SPA_16154,,Contemporary to SP > photo_album > 1934-1935 > 193506s.jpg,,"Serge Prokofiev, aged 44, wearing a dark suit and light hat, standing on a railway platform next to a railway carriage. Sviatoslav and Oleg Prokofiev stand on the steps of the carriage.",Sergei Sergeevich Prokofiev; Sviatoslav Sergeevich Prokofiev; Oleg Sergeevich Prokofiev,1935-xx-xx,approximate,Photograph,digital,1,0,,,,Goldsmiths College London,193506s,
SPA_16155,,Contemporary to SP > photo_album > 1934-1935 > 193507.jpg,,"Lina Prokofiev, aged 38, wearing a dark coat with a fur collar, and a dark hat, standing on a railway platform with her arm around the shoulders of Sviatoslav. Oleg stands next to them on the step of a railway carriage.",Lina Prokofiev; Oleg Sergeevich Prokofiev; Sviatoslav Sergeevich Prokofiev,1935-xx-xx,approximate,Photograph,digital,1,0,,,,Goldsmiths College London,193507,
SPA_16156,,Contemporary to SP > photo_album > 1934-1935 > 193508s.jpg,,Two wooden boats on a lake. The larger containing a number of people. In the background is a dark shoreline.,Unknown,1935-xx-xx,approximate,Photograph,digital,1,0,,,,Goldsmiths College London,193508s,
SPA_16157,,Contemporary to SP > photo_album > 1934-1935 > 193509s.jpg,,"Lina Prokofiev, aged 38, wearing a dark coat and with a scarf over her hair, leaning on the wooden rail of a rustic veranda. With her are [?].",Lina Prokofiev,1935-xx-xx,approximate,Photograph,digital,1,0,,,,Goldsmiths College London,193509s,
SPA_16158,,Contemporary to SP > photo_album > 1934-1935 > 193510.jpg,,"Serge Prokofiev, aged 44, wearing a dark suit and striped tie, his arms folded, sitting between Lina Prokofiev, who wears a dark dress, and [?].",Sergei Sergeevich Prokofiev; Lina Prokofiev,1935-xx-xx,approximate,Photograph,digital,1,0,,,,Goldsmiths College London,193510,
SPA_16159,,Contemporary to SP > photo_album > 1934-1935 > 193511s.jpg,,"Portrait of Lina Prokofiev, aged 38, wearing mid-coloured jacket, Sviatoslav, wearing a dark shirt, and Oleg, wearing a mid-coloured shirt.",Lina Prokofiev; Sviatoslav Sergeevich Prokofiev; Oleg Sergeevich Prokofiev,1935-xx-xx,approximate,Photograph,digital,1,0,,,,Goldsmiths College London,193511s,
SPA_16160,,Contemporary to SP > photo_album > 1934-1935 > 193512.jpg,,Exterior of the Prokofievs' house at Polenovo [?]. A section of the roof and white wooden walls can be seen amongst birch trees.,N/A,1935-xx-xx,approximate,Photograph,digital,1,0,,,,Goldsmiths College London,193512,
SPA_16161,,Contemporary to SP > photo_album > 1934-1935 > 193513s.jpg,,"Portrait of Serge Prokofiev, aged 44, wearing a dark suit, and Lina Prokofiev, wearing a dark dress.",Sergei Sergeevich Prokofiev; Lina Prokofiev,1935-xx-xx,approximate,Photograph,digital,1,0,,,,Goldsmiths College London,193513s,
SPA_16162,,Contemporary to SP > photo_album > 1934-1935 > 193514.jpg,,"Sviatoslav Prokofiev, aged 11, and Oleg (6), both wearing shorts and dark tops, sitting outdoors on a slatted wooden bench. Sviatoslav is holding [?], Oleg, a stick, and has a bandage on his knee. In the background are the stone steps of a house.",Sviatoslav Sergeevich Prokofiev; Oleg Sergeevich Prokofiev,1935-xx-xx,approximate,Photograph,digital,1,0,,,,Goldsmiths College London,193514,
SPA_16163,,Contemporary to SP > photo_album > 1934-1935 > polenovo_03.jpg,,"Exterior of the Prokofievs' house at Polenovo [?]: pitched roof, creeper-covered walls, white widow frames. In the background are tall trees.",N/A,1935-xx-xx,approximate,Photograph,digital,1,0,,,,Goldsmiths College London,polenovo_03,
SPA_16164,,Contemporary to SP > photo_album > 1936-1940 > 193600.jpg,,"Serge Prokofiev, aged 45, wearing a dark hat and suit, white shirt and striped tie, and glasses, standing outdoors by a doorway.",Sergei Sergeevich Prokofiev,1936-xx-xx,approximate,Photograph,digital,1,0,,,,Goldsmiths College London,193600,
SPA_16165,,Contemporary to SP > photo_album > 1936-1940 > 193601.jpg,,"Serge Prokofiev, aged 45, wearing a flat cap and belted leather trenchcoat, standing outdoors on a steep slope. There is a sandy, rocky outcrop next to him, and the roots of trees. [Polenovo?]",Sergei Sergeevich Prokofiev,1936-xx-xx,approximate,Photograph,digital,1,0,,,,Goldsmiths College London,193601,
SPA_16166,,Contemporary to SP > photo_album > 1936-1940 > 193602s.jpg,,"[?], wearing winter clothing, sitting outdoors on a flight of stone steps. Behind them is a corner of a house. [Polenovo?]",Unknown,1936-xx-xx,approximate,Photograph,digital,1,0,,,,Goldsmiths College London,193602s,
SPA_16167,,Contemporary to SP > photo_album > 1936-1940 > 193603s.jpg,,"A photographer, wearing a dark suit with breeches adjusts his camera. Four children in coats sit outdoors on a bench, with a fifth standing next to them. To the left, a man in a dark coat and flat cap looks on. In the background are dark trees.",Unknown,1936-xx-xx,approximate,Photograph,digital,1,0,,,,Goldsmiths College London,193603s,
SPA_16168,,Contemporary to SP > photo_album > 1936-1940 > 193604s.jpg,,"Interior showing a bare table and chair, and a view of the Oka river through a long window. Polenovo [?]",N/A,1936-xx-xx,approximate,Photograph,digital,1,0,,,,Goldsmiths College London,193604s,
SPA_16169,,Contemporary to SP > photo_album > 1936-1940 > 193605s.jpg,,"Sviatoslav Prokofiev, aged 12, wearing light-coloured shorts and shirt, standing in the top branches of a leafy tree.",Sviatoslav Sergeevich Prokofiev,1936-xx-xx,approximate,Photograph,digital,1,0,,,,Goldsmiths College London,193605s,
SPA_16170,,Contemporary to SP > photo_album > 1936-1940 > 193606s.jpg,,"Serge Prokofiev, aged 45, wearing a flat cap and belted leather trenchcoat, standing in a grassy meadow. In the background are trees. Polenovo [?]",Sergei Sergeevich Prokofiev,1936-xx-xx,approximate,Photograph,digital,1,0,,,,Goldsmiths College London,193606s,
SPA_16171,,Contemporary to SP > photo_album > 1936-1940 > 193607.jpg,,"Portrait of Oleg Prokofiev, aged 7, wearing a light-coloured, short-sleeved knitted top. Moscow.",Oleg Sergeevich Prokofiev,1936-xx-xx,approximate,Photograph,digital,1,0,,,,Goldsmiths College London,193607,
SPA_16172,,Contemporary to SP > photo_album > 1936-1940 > 193608.jpg,,"Portrait of Oleg Prokofiev, aged 7, wearing a light-coloured, short-sleeved knitted top. Moscow.",Oleg Sergeevich Prokofiev,1936-xx-xx,approximate,Photograph,digital,1,0,,,,Goldsmiths College London,193608,
SPA_16173,,Contemporary to SP > photo_album > 1936-1940 > 193609.jpg,,"Portrait of Sviatoslav Prokofiev, aged 12, sitting wearing a mid-coloured jacket and patterned tie. Moscow.",Sviatoslav Sergeevich Prokofiev,1936-xx-xx,approximate,Photograph,digital,1,0,,,,Goldsmiths College London,193609,
SPA_16174,,Contemporary to SP > photo_album > 1936-1940 > 193610.jpg,,"Oleg Prokofiev, aged 7, wearing a dark belted corduroy suit with breeches, sitting indoors on the arm of a sofa. Behind him is an open door with three glass panels.",Oleg Sergeevich Prokofiev,1936-xx-xx,approximate,Photograph,digital,1,0,,,,Goldsmiths College London,193610,
SPA_16175,,Contemporary to SP > photo_album > 1936-1940 > 193611s.jpg,,"Landscape at Polenovo, showing the Oka river. In the foreground are trees and a simple bench.",N/A,1936-xx-xx,approximate,Photograph,digital,1,0,,,,Goldsmiths College London,193611s,
SPA_16176,,Contemporary to SP > photo_album > 1936-1940 > 193612s.jpg,,"Landscape at Polenovo, showing the Oka river. In the foreground is a large tree.",N/A,1936-xx-xx,approximate,Photograph,digital,1,0,,,,Goldsmiths College London,193612s,
SPA_16177,,Contemporary to SP > photo_album > 1936-1940 > 193613s.jpg,,"Portrait of Sviatoslav Prokofiev, aged 12, sitting wearing a mid-coloured jacket and patterned tie, next to Oleg (7), wearing a light-coloured, short-sleeved, knitted top. Moscow.",Sviatoslav Sergeevich Prokofiev; Oleg Sergeevich Prokofiev,1936-xx-xx,approximate,Photograph,digital,1,0,,,,Goldsmiths College London,193613s,
SPA_16178,,Contemporary to SP > photo_album > 1936-1940 > 193614s.jpg,,"Portrait of Sviatoslav Prokofiev, aged 12, wearing a mid-coloured suit with shorts, and a patterned tie, sitting in a chair. Moscow.",Sviatoslav Sergeevich Prokofiev,1936-xx-xx,approximate,Photograph,digital,1,0,,,,Goldsmiths College London,193614s,
SPA_16179,,Contemporary to SP > photo_album > 1936-1940 > 193615s.jpg,,"Portrait of Serge Prokofiev, aged 45, wearing a dark jacket and patterned tie, Lina Prokofiev, wearing a light-coloured dress, Sviatoslav, wearing a light-coloured jacket and patterned tie, and Oleg, wearing a light-coloured knitted top. Moscow.",Sergei Sergeevich Prokofiev; Lina Prokofiev; Sviatoslav Sergeevich Prokofiev; Oleg Sergeevich Prokofiev,1936-xx-xx,approximate,Photograph,digital,1,0,,,SPA_15663,Goldsmiths College London,193615s,
SPA_16180,,Contemporary to SP > photo_album > 1936-1940 > 193616s.jpg,,"Portrait of Serge Prokofiev, aged 45, wearing a dark jacket and patterned tie, Sviatoslav, wearing a light-coloured jacket and patterned tie, and Oleg, wearing a light-coloured knitted top. Moscow.",Sergei Sergeevich Prokofiev; Oleg Sergeevich Prokofiev; Sviatoslav Sergeevich Prokofiev,1936-xx-xx,approximate,Photograph,digital,1,1,Contemporary to SP > photo_album_tif > tifs_1936-1940 > 193616.tiff,,SPA_15664,Goldsmiths College London,193616s,
SPA_16181,,Contemporary to SP > photo_album > 1936-1940 > 193617.jpg,,"Portrait of Sviatoslav Prokofiev, aged 12, sitting wearing a mid-coloured jacket and patterned tie, and Oleg (7), wearing a light-coloured, short-sleeved, knitted top. Moscow.",Sviatoslav Sergeevich Prokofiev; Oleg Sergeevich Prokofiev,1936-xx-xx,approximate,Photograph,digital,1,0,,,,Goldsmiths College London,193617,
SPA_16182,,Contemporary to SP > photo_album > 1936-1940 > 193618.jpg,,"Portrait of Lina Prokofiev, aged 39, wearing a light-coloured dress, Sviatoslav, wearing a light-coloured jacket and patterned tie, and Oleg, wearing a light-coloured knitted top. Moscow.",Lina Prokofiev; Sviatoslav Sergeevich Prokofiev; Oleg Sergeevich Prokofiev,1936-xx-xx,approximate,Photograph,digital,1,0,,,,Goldsmiths College London,193618,
SPA_16183,,Contemporary to SP > photo_album > 1936-1940 > 193619.jpg,,"Sviatoslav Prokofiev, aged 12 [11?], wearing a dark shirt and shorts with a belt, and Oleg (7) [6?] wearing a mid-coloured shirt and shorts.",Sviatoslav Sergeevich Prokofiev; Oleg Sergeevich Prokofiev,1936-xx-xx,questionable,Photograph,digital,1,0,,,,Goldsmiths College London,193619,The photo may have been taken in 1935.
SPA_16184,,Contemporary to SP > photo_album > 1936-1940 > 193620.jpg,,"Serge Prokofiev, aged 45, wearing a dark short-sleeved shirt and glasses, sitting indoors at a table with Lina Prokofiev, wearing a dark garment over a white top. Standing next to her, with his arm round her neck, Oleg wearing a light short-sleeved shirt. On the table are plates and pots.",Sergei Sergeevich Prokofiev; Lina Prokofiev; Oleg Sergeevich Prokofiev,1936-xx-xx,approximate,Photograph,digital,1,0,,,SPA_15665,Goldsmiths College London,193620,
SPA_16185,,Contemporary to SP > photo_album > 1936-1940 > 193621s.jpg,,"Serge Prokofiev, aged 45, wearing a dark short-sleeved shirt and glasses, sitting indoors at a table with Lina Prokofiev, wearing a dark garment over a white top. Oleg's arm can be seen around her neck, though he is out of the photo. On the table are plates and pots.",Sergei Sergeevich Prokofiev; Lina Prokofiev; Oleg Sergeevich Prokofiev,1936-xx-xx,approximate,Photograph,digital,1,0,,,,Goldsmiths College London,193621s,
SPA_16186,,Contemporary to SP > photo_album > 1936-1940 > 193701s.jpg,,"[?], [?] and [?]",Unknown,1937-xx-xx,approximate,Photograph,digital,1,0,,,,Goldsmiths College London,193701s,
SPA_16187,,Contemporary to SP > photo_album > 1936-1940 > 193800r.jpg,,"Portrait of [?], wearing a dark suit and spotted tie.",Unknown,1938-xx-xx,approximate,Photograph,digital,1,0,,,,Goldsmiths College London,193800r,
SPA_16188,,Contemporary to SP > photo_album > 1936-1940 > 193801.jpg,,"Portrait of Serge Prokofiev, aged 47, wearing a dark striped suit and silvery tie, and glasses, and Lina, wearing a dark dress. Printed with inscription: '[?] only; Associated News Photographic Studio Inc;[?] West [?] Street, New York City.' ",Sergei Sergeevich Prokofiev; Lina Prokofiev,1938-xx-xx,approximate,Photograph,digital,1,0,,,SPA_15661,Goldsmiths College London,193801,
SPA_16189,,Contemporary to SP > photo_album > 1936-1940 > 193802.jpg,,"Oleg Prokofiev, aged 9, wearing a checked top over a light-coloured shirt.",Oleg Sergeevich Prokofiev,1938-xx-xx,approximate,Photograph,digital,1,0,,,,Goldsmiths College London,193802,
SPA_16190,,Contemporary to SP > photo_album > 1936-1940 > 193803.jpg,,"Oleg Prokofiev, aged 9, wearing a checked top over a light-coloured shirt, leaning on a table, his head resting on his hand. On the table are boxes and papers, and a square travel alarm clock.",Oleg Sergeevich Prokofiev,1938-xx-xx,approximate,Photograph,digital,1,0,,,,Goldsmiths College London,193803,
SPA_16191,,Contemporary to SP > photo_album > 1936-1940 > 193804.jpg,,"Portrait of Sviatoslav Prokofiev, aged 14, sitting, wearing a mid-coloured jacket, shirt and tie. Standing next to him, Oleg, wearing a light shirt with a dark tie, and a knitted tanktop.",Sviatoslav Sergeevich Prokofiev; Oleg Sergeevich Prokofiev,1938-xx-xx,approximate,Photograph,digital,1,0,,,,Goldsmiths College London,193804,
SPA_16192,,Contemporary to SP > photo_album > 1936-1940 > 193805.jpg,,"Sviatoslav Prokofiev, aged 14, wearing a dark pullover, and Oleg, wearing a checked top over a light-coloured shirt, and pillowing his head on his arms. Sitting with her arms round them [?]. In the background, a paper with a circular design is pinned to the wall.",Sviatoslav Sergeevich Prokofiev; Oleg Sergeevich Prokofiev,1938-xx-xx,approximate,Photograph,digital,1,0,,,,Goldsmiths College London,193805,
SPA_16193,,Contemporary to SP > photo_album > 1936-1940 > 193806.jpg,,"Serge Prokofiev, aged 47, wearing a mid-coloured jacket over a dark pullover and shirt with a dark tie, and glasses, standing indoors, his arms round Sviatoslav, wearing a dark pullover, and Oleg, wearing a checked top. In the background stands [?], wearing a dark suit.",Sergei Sergeevich Prokofiev; Sviatoslav Sergeevich Prokofiev; Oleg Sergeevich Prokofiev,1938-xx-xx,approximate,Photograph,digital,1,0,,,SPA_15666,Goldsmiths College London,193806,
SPA_16194,,Contemporary to SP > photo_album > 1936-1940 > 193807.jpg,,"Oleg Prokofiev, aged 9, wearing a checked top, sitting reading at a table, his head resting on his hand.",Oleg Sergeevich Prokofiev,1938-xx-xx,approximate,Photograph,digital,1,0,,,,Goldsmiths College London,193807,
SPA_16195,,Contemporary to SP > photo_album > 1936-1940 > 193808.jpg,,"Serge Prokofiev, aged 47, wearing a dark suit and striped tie, his arms folded, sitting between Lina Prokofiev, who wears a dark dress, and [?].",Sergei Sergeevich Prokofiev; Lina Prokofiev,1938-xx-xx,approximate,Photograph,digital,1,0,,,,Goldsmiths College London,193808,
SPA_16196,,Contemporary to SP > photo_album > 1936-1940 > 193809s.jpg,,[?],Unknown,1938-xx-xx,approximate,Photograph,digital,1,0,,,,Goldsmiths College London,193809s,
SPA_16197,,Contemporary to SP > photo_album > 1936-1940 > 193810s.jpg,,"Serge Prokofiev, aged 47, wearing a mid-coloured suit, striped shirt and dark tie, and glasses, sitting at a grand piano, looking at a score on his lap. In the background is a curtained, glass-fronted bookcase. Chkalov Street, Moscow.",Sergei Sergeevich Prokofiev,1938-xx-xx,approximate,Photograph,digital,1,1,Contemporary to SP > photo_album_tif > tifs_1936-1940 > 193810s.tiff,,,Goldsmiths College London,193810s,
SPA_16198,,Contemporary to SP > photo_album > 1936-1940 > 193811.jpg,,"Serge Prokofiev, aged 47, wearing a mid-coloured suit, striped shirt and dark tie, and glasses, sitting at a grand piano, one hand over the lower part of his face.  In the background is a curtained, glass-fronted bookcase, and a window. Chkalov Street, Moscow.",Sergei Sergeevich Prokofiev,1938-xx-xx,approximate,Photograph,digital,1,0,,,,Goldsmiths College London,193811,
SPA_16199,,Contemporary to SP > photo_album > 1936-1940 > 193812.jpg,,"Serge Prokofiev, aged 47, wearing a mid-coloured suit, striped shirt and dark tie, and glasses, sitting in an armchair, examining a score. Chkalov Street, Moscow.",Sergei Sergeevich Prokofiev,1938-xx-xx,approximate,Photograph,digital,1,0,,,,Goldsmiths College London,193812,
SPA_16200,,Contemporary to SP > photo_album > 1936-1940 > 193901r.jpg,,"Serge Prokofiev, aged 48, wearing mid-coloured waistcoat, light shirt and dark tie, standing on a conductor's podium. In the foreground are musicians, in the background, seating boxes, and an ornamented wall. Moscow.",Sergei Sergeevich Prokofiev,1939-xx-xx,approximate,Photograph,digital,1,0,,,,Goldsmiths College London,193901r,
SPA_16201,,Contemporary to SP > photo_album > 1936-1940 > 193902R.jpg,,"Serge Prokofiev, aged 48, wearing mid-coloured waistcoat, light shirt and dark tie, conducting on a podium, his arms raised. In the foreground are musicians, in the background, seating boxes, and an ornamented wall. Moscow.",Sergei Sergeevich Prokofiev,1939-xx-xx,approximate,Photograph,digital,1,0,,,,Goldsmiths College London,193902R,
SPA_16202,,Contemporary to SP > photo_album > 1936-1940 > 193903r.jpg,,"Serge Prokofiev, aged 48, wearing a mid-coloured suit and dark tie, and glasses, and smoking a cigarette, sitting indoors between [?] and [?]. Behind them are a radiator and patterned curtains.",Sergei Sergeevich Prokofiev,1939-xx-xx,approximate,Photograph,digital,1,1,Contemporary to SP > photo_album_tif > tifs_1936-1940 > 193903R.tiff,,,Goldsmiths College London,193903r,
SPA_16203,,Contemporary to SP > photo_album > 1936-1940 > 193904r.jpg,,"Serge Prokofiev, aged 48, wearing mid-coloured waistcoat, light shirt and dark tie, standing on a conductor's podium, examining a score. In the foreground are musicians, in the background, seating boxes, and an ornamented wall. Moscow.",Sergei Sergeevich Prokofiev,1939-xx-xx,approximate,Photograph,digital,1,0,,,,Goldsmiths College London,193904r,
SPA_16204,,Contemporary to SP > photo_album > 1936-1940 > 194001.jpg,,"Portrait of Sviatoslav Prokofiev, aged 16, wearing a mid-coloured jacket and shirt, and dark tie.",Sviatoslav Sergeevich Prokofiev,1940-xx-xx,approximate,Photograph,digital,1,0,,,,Goldsmiths College London,194001,
SPA_16205,,Contemporary to SP > photo_album > 1936-1940 > 194002.jpg,,"Serge Prokofiev, aged 49, wearing a dark striped suit and glasses, sitting playing the piano. Leaning on it, David Oistrakh, wearing a dark, pinstriped suit, one hand resting inside his jacket.",Sergei Sergeevich Prokofiev; David Oistralh,1940-xx-xx,approximate,Photograph,digital,1,0,,,,Goldsmiths College London,194002,
SPA_16206,,Contemporary to SP > photo_album > 1936-1940 > 194003s.jpg,,"Portrait of Oleg Prokofiev, aged 11, wearing a dark double-breasted coat over a jacket and checked shirt with a dark tie.",Oleg Sergeevich Prokofiev,1940-xx-xx,approximate,Photograph,digital,1,0,,,,Goldsmiths College London,194003s,
SPA_16207,,Contemporary to SP > photo_album > 1936-1940 > 194004s.jpg,,"Serge Prokofiev, aged 49 [?], wearing a hat, dressing gown and pyjamas, with glasses and a moustache, sitting outdoors in a cane chair. In the background are trees.",Sergei Sergeevich Prokofiev,1940-xx-xx,approximate,Photograph,digital,1,0,,,,Goldsmiths College London,194004s,
SPA_16208,,Contemporary to SP  > photo_album > 1950-1952 > 195002s.jpg,,"Sergei Prokofiev, at Nikolina Gora",Sergei Sergeevich Prokofiev,1951-xx-xx,approximate,Photograph,digital,1,0,,,SPA_15633,Goldsmiths College London,0053,"Old photo numbering: 009. The year stamp in the name of the digital copy is 1950. The digital copy zoomed out a little compared to the original, but it's definitely the same photo"
SPA_16209,,Contemporary to SP  > photo_album > 1950-1952 > 195104s.jpg,,Serge Prokofiev in front of Miaskovsky plaque,Sergei Sergeevich Prokofiev,1951-xx-xx,inferred,Photograph,digital,1,0,,,SPA_15635,Goldsmiths College London,0055,Old photo numbering: 053. Date inferred based on the year in the filename of the digital copy. The digital copy zoomed out a little
SPA_16210,,Contemporary to SP  > photo_album > 1950-1952 > 195201s.jpg,,Last photo by Sviatoslav,Sergei Sergeevich Prokofiev,1952-xx-xx,approximate,Photograph,digital,1,0,,,SPA_15636,Goldsmiths College London,0056,Old photo numbering: 081
SPA_16211,,Contemporary to SP  > photo_album > 1932 > 193232.jpg,,"Lina Prokofiev (head and shoulders, in white top)",Lina Prokofiev,1932-xx-xx,inferred,Photograph,digital,1,0,,,SPA_15657,Goldsmiths College London,0077,Old photo numbering: 108
SPA_16212,,Contemporary to SP  > photo_album > 1932 > 193233.jpg,,Lina Prokofiev (head and shoulders),Lina Prokofiev,1930-xx-xx,approximate,Photograph,digital,1,0,,,SPA_15659,Goldsmiths College London,0079,Old photo numbering: 105. Date written on the back of the photo -- ca. 1930. The filename of the electronic copy suggests 1932.
SPA_16213,,Contemporary to SP  > photo_album > 1950-1952 > 195000.jpg,,"Sergei, Sviatoslav & Oleg at the dacha, Nikolina Gora ",Sergei Sergeevich Prokofiev; Sviatoslav Sergeevich Prokofiev; Oleg Sergeevich Prokofiev,1950-xx-xx,approximate,Photograph,digital,1,0,Box 270,,SPA_15667,Goldsmiths College London,0087,Old photo numbering: 020
SPA_16214,,Contemporary to SP  > Balmont > balmont_5.jpg,,Konstantin Dmitrievich Balmont,Konstantin Dmitrievich Balmont,xxxx-xx-xx,N/A,Photograph,digital,1,0,,,SPA_15668,Goldsmiths College London,0088,Old photo numbering: 161
SPA_16215,,Contemporary to SP  > Balmont > 192138.jpg,,Konstantin Dmitrievich Balmont,Konstantin Dmitrievich Balmont,xxxx-xx-xx,N/A,Photograph,digital,1,0,,,SPA_15669,Goldsmiths College London,0089,Old photo numbering: 166
SPA_16216,,Contemporary to SP  > Balmont > balmont_1.jpg,,Konstantin Dmitrievich Balmont in front of train car,Konstantin Dmitrievich Balmont ,xxxx-xx-xx,N/A,Photograph,digital,1,0,,,SPA_15670,Goldsmiths College London,0090,Old photo numbering: 165
SPA_16217,,Contemporary to SP  > Balmont > balmont_2.jpg,,Konstantin Dmitrievich Balmont sunbathing on beach,Konstantin Dmitrievich Balmont,xxxx-xx-xx,N/A,Photograph,digital,1,0,,,SPA_15671,Goldsmiths College London,0091,Old photo numbering: 164
SPA_16218,,Contemporary to SP  > Balmont > balmont_4.jpg,,Konstantin Dmitrievich Balmont on beach,Konstantin Dmitrievich Balmont,xxxx-xx-xx,N/A,Photograph,digital,1,0,,,SPA_15672,Goldsmiths College London,0092,Old photo numbering:163
SPA_16219,,Contemporary to SP  > Balmont > balmont_3.jpg,,"Konstantin Balmont on beach with Lina Prokofiev and 3 others [20.06.2011: possibly including Anna Nikolaevna Ivanova, Dagmar Shakhovskaia? Info from Svetlana Shales (Balmont's daughter) and Véronique Mathot]",Konstantin Dmitrievich Balmont; Lina Prokofiev,xxxx-xx-xx,N/A,Photograph,digital,1,0,,,SPA_15673,Goldsmiths College London,0093,Old photo numbering: 162
SPA_16220,,Contemporary to SP > photo_album > 1871-1899 > Glaz_R-K_Lyad.jpg,,"Left to right: NIkolay Andreevich Rimsky-Korsakov, Alexander Konstantinovich Glazunov, and Anatoly Konstantinovich Liadov (all seated)",Alexander Konstantinovich Glazunov; Anatoly Konstantinovich Liadov; Nikolay Andreevich Rimsky-Korsakov,xxxx-xx-xx,N/A,Photograph,digital,1,0,,,SPA_15677,Goldsmiths College London,0097,Old photo numbering: 135
,,,,,,,,,,,,,,,Goldsmiths College London,,
,,,,,,,,,,,,,,,Goldsmiths College London,,
,,,,,,,,,,,,,,,Goldsmiths College London,,
